coef;guild;merchantid
0,24;Ассоциация Оливковых Торговцев;305098129
0,61;Гильдия Гончаров;305027533
0,98;Ассоциация Оливковых Торговцев;7140398
0,14;Ассоциация Оливковых Торговцев;21518959
0,54;Братство Кузнецов;102519626
0,37;Гильдия Гончаров;107870518
0,62;Гильдия Гончаров;304979935
0,81;Гильдия Августовских Торговцев;304928921
0,62;Гильдия Пекарей;32328662
0,99;Гильдия Гончаров;108232271
0,64;Гильдия Пекарей;32327577
0,55;Гильдия Пекарей;102438315
0,1;Гильдия Пекарей;102425169
0,45;Ассоциация Оливковых Торговцев;304879817
0,24;Ассоциация Оливковых Торговцев;304859579
0,93;Ассоциация Оливковых Торговцев;304792257
0,85;Гильдия Гончаров;106333060
0,62;Гильдия Гончаров;105878234
0,39;Ассоциация Оливковых Торговцев;104257516
0,98;Гильдия Августовских Торговцев;305746215
0,2;Ассоциация Оливковых Торговцев;304791209
0,25;Ассоциация Оливковых Торговцев;304749081
0,11;Ассоциация Оливковых Торговцев;83386131
0,63;Братство Кузнецов;98110322
0,19;Ассоциация Оливковых Торговцев;92005652
0,77;Братство Кузнецов;103680587
0,53;Ассоциация Оливковых Торговцев;62237522
0,68;Братство Кузнецов;304682201
0,61;Ассоциация Оливковых Торговцев;304642855
0,67;Гильдия Обработчиков Шерсти;90369983
0,15;Ассоциация Оливковых Торговцев;58586757
0,89;Гильдия Пекарей;32328563
0,58;Гильдия Пекарей;32173654
0,06;Гильдия Гончаров;94167675
0,26;Гильдия Пекарей;304614353
0,74;Объединение Рыбаков;304610789
0,52;Гильдия Августовских Торговцев;304576715
0,97;Гильдия Августовских Торговцев;304548701
0,12;Ассоциация Оливковых Торговцев;304526813
0,6;Ассоциация Оливковых Торговцев;304511035
0,62;Братство Кузнецов;7254784
0,11;Ассоциация Оливковых Торговцев;303436981
0,61;Гильдия Пекарей;33119796
0,82;Гильдия Августовских Торговцев;304474051
0,44;Гильдия Пекарей;54860603
0,15;Гильдия Гончаров;304444769
0,49;Гильдия Гончаров;1769949
0,11;Гильдия Гончаров;94525626
0,98;Гильдия Гончаров;106866254
0,55;Гильдия Августовских Торговцев;304436903
0,8;Гильдия Пекарей;99008404
0,81;Гильдия Августовских Торговцев;8059219
0,77;Ассоциация Оливковых Торговцев;105354092
0,9;Гильдия Гончаров;96523421
0,37;Ассоциация Оливковых Торговцев;32822285
0,26;Ассоциация Оливковых Торговцев;304392135
0,89;Ассоциация Оливковых Торговцев;304356119
0,91;Ассоциация Оливковых Торговцев;92893408
0,71;Ассоциация Оливковых Торговцев;301977185
0,21;Гильдия Пекарей;89938585
0,74;Союз Скотоводов;304340999
0,36;Гильдия Пекарей;78466642
0,73;Гильдия Гончаров;102319383
0,36;Гильдия Обработчиков Шерсти;303262791
0,28;Гильдия Пекарей;304313375
0,88;Ассоциация Оливковых Торговцев;98838001
0,12;Ассоциация Оливковых Торговцев;304278421
0,39;Объединение Рыбаков;68905603
0,62;Гильдия Гончаров;91310588
0,88;Ассоциация Оливковых Торговцев;32157708
0,36;Братство Кузнецов;96434037
0,61;Гильдия Августовских Торговцев;32124444
0,29;Ассоциация Оливковых Торговцев;103709990
0,19;Союз Каменотесов;93541768
0,52;Гильдия Парфюмеров;33908314
0,37;Гильдия Пекарей;304218131
0,59;Ассоциация Оливковых Торговцев;304209763
0,3;Ассоциация Оливковых Торговцев;304178303
0,5;Братство Виноделов;99188780
0,48;Гильдия Августовских Торговцев;304158359
0,55;Гильдия Гончаров;3641020
0,05;Гильдия Гончаров;2151832
0,24;Гильдия Парфюмеров;104471667
0,18;Ассоциация Оливковых Торговцев;88428484
0,11;Ассоциация Оливковых Торговцев;32062090
0,17;Гильдия Августовских Торговцев;103998778
0,83;Ассоциация Оливковых Торговцев;1280043
0,84;Гильдия Парфюмеров;304104475
0,13;Лига Стеклодувов;304100437
0,2;Братство Кузнецов;103675485
0,98;Гильдия Пекарей;304051075
0,71;Гильдия Гончаров;301885169
0,34;Ассоциация Оливковых Торговцев;104686068
0,35;Объединение Рыбаков;304041175
0,11;Ассоциация Оливковых Торговцев;304029479
0,5;Ассоциация Оливковых Торговцев;104387258
0,06;Ассоциация Оливковых Торговцев;97555292
0,5;Ассоциация Оливковых Торговцев;304026631
0,91;Гильдия Пекарей;103839091
0,66;Братство Поставщиков Специй;94166062
0,79;Гильдия Гончаров;94110167
0,23;Объединение Рыбаков;105399587
0,68;Ассоциация Оливковых Торговцев;303991993
0,82;Гильдия Гончаров;104936086
0,57;Братство Поставщиков Специй;303980115
0,6;Гильдия Августовских Торговцев;32794688
0,62;Гильдия Гончаров;300671187
0,43;Ассоциация Оливковых Торговцев;303951059
0,69;Ассоциация Оливковых Торговцев;45091815
0,5;Ассоциация Оливковых Торговцев;303913433
0,53;Гильдия Пекарей;104648879
0,55;Гильдия Августовских Торговцев;303865047
0,36;Гильдия Пекарей;7908605
0,87;Гильдия Августовских Торговцев;303852993
0,11;Ассоциация Оливковых Торговцев;45040799
0,69;Ассоциация Оливковых Торговцев;303849605
0,91;Ассоциация Оливковых Торговцев;303818277
0,72;Гильдия Гончаров;103539514
0,16;Братство Кузнецов;31639703
0,99;Гильдия Пекарей;303766583
0,81;Ассоциация Оливковых Торговцев;303759561
0,58;Гильдия Гончаров;108149401
0,93;Гильдия Пекарей;107739417
0,59;Гильдия Гончаров;303683513
0,18;Ассоциация Оливковых Торговцев;103905089
0,94;Ассоциация Оливковых Торговцев;302747559
0,26;Ассоциация Оливковых Торговцев;305355421
0,37;Гильдия Августовских Торговцев;303664237
0,54;Гильдия Пекарей;55659148
0,49;Ассоциация Оливковых Торговцев;75785677
0,13;Ассоциация Оливковых Торговцев;300708675
0,82;Ассоциация Оливковых Торговцев;303578563
0,1;Ассоциация Оливковых Торговцев;91875361
0,8;Ассоциация Оливковых Торговцев;53310907
0,92;Ассоциация Оливковых Торговцев;94023228
0,95;Гильдия Августовских Торговцев;108543674
0,12;Ассоциация Оливковых Торговцев;303468645
0,32;Гильдия Гончаров;61429646
0,62;Гильдия Пекарей;32769202
0,97;Гильдия Августовских Торговцев;42358050
0,47;Лига Керамистов;102439924
0,89;Братство Виноделов;303462299
0,42;Ассоциация Оливковых Торговцев;27952198
0,35;Ассоциация Оливковых Торговцев;104513507
0,14;Объединение Рыбаков;108078658
0,76;Ассоциация Оливковых Торговцев;303362365
0,17;Гильдия Гончаров;42867057
0,25;Гильдия Гончаров;61745539
0,41;Гильдия Августовских Торговцев;69415930
0,73;Гильдия Августовских Торговцев;90020424
0,73;Братство Виноделов;105191347
0,63;Ассоциация Оливковых Торговцев;3364774
0,1;Гильдия Гончаров;3358804
0,52;Ассоциация Оливковых Торговцев;69059897
0,9;Объединение Рыбаков;71817680
0,95;Гильдия Пекарей;98707234
0,17;Ассоциация Оливковых Торговцев;102377872
0,36;Ассоциация Оливковых Торговцев;33019982
0,34;Ассоциация Оливковых Торговцев;106258130
0,28;Гильдия Парфюмеров;31900485
0,36;Гильдия Гончаров;303296519
0,45;Ассоциация Оливковых Торговцев;303312719
0,35;Ассоциация Оливковых Торговцев;3640039
0,24;Гильдия Гончаров;106962745
0,58;Гильдия Пекарей;100046138
0,57;Гильдия Пекарей;17305040
0,48;Гильдия Августовских Торговцев;78027514
0,62;Гильдия Гончаров;809590
0,31;Ассоциация Оливковых Торговцев;95024385
0,76;Гильдия Пекарей;98147310
0,81;Гильдия Пекарей;92991557
0,08;Гильдия Августовских Торговцев;55138503
0,83;Братство Поставщиков Специй;97388629
0,47;Общество Ювелиров;303258251
0,47;Гильдия Гончаров;3391956
0,36;Братство Кузнецов;54659651
0,14;Ассоциация Оливковых Торговцев;88201467
0,41;Объединение Рыбаков;31803412
0,68;Ассоциация Оливковых Торговцев;303157205
0,14;Гильдия Парфюмеров;47353096
0,23;Гильдия Гончаров;92659531
0,79;Гильдия Гончаров;106686841
0,72;Ассоциация Оливковых Торговцев;301326745
0,66;Ассоциация Оливковых Торговцев;4877168
0,22;Гильдия Августовских Торговцев;89899851
0,96;Ассоциация Оливковых Торговцев;97384867
0,43;Ассоциация Оливковых Торговцев;93355636
0,87;Гильдия Гончаров;303097631
0,99;Гильдия Гончаров;108591598
0,22;Гильдия Гончаров;88765028
0,1;Ассоциация Оливковых Торговцев;104920960
0,29;Ассоциация Оливковых Торговцев;93775074
0,12;Гильдия Августовских Торговцев;1852177
0,08;Ассоциация Оливковых Торговцев;301650113
0,8;Ассоциация Оливковых Торговцев;304193295
0,89;Гильдия Гончаров;102330626
0,14;Ассоциация Оливковых Торговцев;300392099
0,84;Гильдия Гончаров;102310189
0,57;Братство Кузнецов;91457634
0,89;Ассоциация Оливковых Торговцев;104894219
0,66;Гильдия Гончаров;60499216
0,47;Братство Поставщиков Специй;105015112
0,27;Ассоциация Оливковых Торговцев;301836259
0,62;Общество Ювелиров;54944850
0,12;Ассоциация Оливковых Торговцев;97934616
0,57;Гильдия Гончаров;793830
0,11;Гильдия Августовских Торговцев;97437949
0,84;Ассоциация Оливковых Торговцев;87083001
0,7;Братство Поставщиков Специй;104266559
0,15;Гильдия Парфюмеров;1024260
0,08;Гильдия Гончаров;99954961
0,87;Ассоциация Оливковых Торговцев;302948289
0,85;Гильдия Августовских Торговцев;46917155
0,88;Ассоциация Оливковых Торговцев;96201716
0,37;Братство Поставщиков Специй;102286286
0,55;Ассоциация Оливковых Торговцев;47574960
0,72;Гильдия Августовских Торговцев;76690230
0,17;Ассоциация Оливковых Торговцев;102269379
0,94;Гильдия Августовских Торговцев;1676501
1;Гильдия Гончаров;86748691
0,13;Гильдия Пекарей;302615987
0,47;Ассоциация Оливковых Торговцев;31043226
0,92;Гильдия Пекарей;102268337
0,54;Гильдия Гончаров;102241345
0,94;Гильдия Парфюмеров;57460495
0,92;Ассоциация Оливковых Торговцев;302890649
0,69;Ассоциация Оливковых Торговцев;99812424
0,45;Ассоциация Оливковых Торговцев;302840985
0,97;Ассоциация Оливковых Торговцев;302800253
0,84;Ассоциация Оливковых Торговцев;108642662
0,29;Ассоциация Оливковых Торговцев;21729257
0,15;Ассоциация Оливковых Торговцев;302766883
0,21;Ассоциация Оливковых Торговцев;99777354
0,34;Гильдия Обработчиков Шерсти;62840358
0,44;Гильдия Гончаров;2249207
0,63;Союз Скотоводов;102163915
0,28;Ассоциация Оливковых Торговцев;4863021
0,65;Гильдия Обработчиков Шерсти;102154146
0,05;Гильдия Гончаров;55043115
0,7;Ассоциация Оливковых Торговцев;80900934
0,88;Братство Кузнецов;97412399
0,49;Гильдия Гончаров;106738882
0,41;Ассоциация Оливковых Торговцев;103327687
0,85;Ассоциация Оливковых Торговцев;108033632
0,9;Ассоциация Оливковых Торговцев;103065779
0,93;Гильдия Гончаров;104438744
0,77;Гильдия Гончаров;89823455
0,13;Гильдия Гончаров;89795574
0,17;Ассоциация Оливковых Торговцев;104120556
0,1;Ассоциация Оливковых Торговцев;2011469
0,88;Гильдия Августовских Торговцев;302263439
0,76;Объединение Фруктовых Садовников;301286227
0,5;Гильдия Пекарей;31263718
0,67;Ассоциация Оливковых Торговцев;102134577
0,21;Ассоциация Оливковых Торговцев;303897717
0,39;Гильдия Пекарей;106452524
1;Ассоциация Оливковых Торговцев;3046872
0,92;Гильдия Пекарей;87681176
0,69;Гильдия Гончаров;96124284
0,98;Братство Поставщиков Специй;102077900
0,05;Гильдия Августовских Торговцев;108464317
0,36;Ассоциация Оливковых Торговцев;108640482
0,3;Ассоциация Оливковых Торговцев;102057840
0,93;Гильдия Пекарей;88238998
0,84;Ассоциация Оливковых Торговцев;2907438
0,45;Гильдия Пекарей;31078777
0,68;Союз Каменотесов;100115315
0,44;Гильдия Гончаров;93773375
0,77;Гильдия Гончаров;103131021
0,55;Гильдия Гончаров;105940722
0,13;Гильдия Пекарей;302954049
0,98;Гильдия Парфюмеров;107993158
0,12;Ассоциация Оливковых Торговцев;305211477
0,6;Гильдия Гончаров;102000345
0,91;Гильдия Августовских Торговцев;36834980
0,98;Гильдия Гончаров;2129024
0,22;Ассоциация Оливковых Торговцев;95890443
0,95;Гильдия Пекарей;58485509
0,91;Гильдия Гончаров;31023497
0,81;Ассоциация Оливковых Торговцев;16235169
0,34;Гильдия Пекарей;97841203
0,7;Гильдия Пекарей;97363700
0,87;Гильдия Августовских Торговцев;106042529
0,63;Гильдия Августовских Торговцев;108624147
0,87;Гильдия Гончаров;89535206
0,64;Ассоциация Оливковых Торговцев;302345015
0,81;Ассоциация Оливковых Торговцев;89270785
0,26;Братство Кузнецов;98010368
0,57;Ассоциация Оливковых Торговцев;10162675
0,28;Гильдия Гончаров;7859718
0,28;Гильдия Августовских Торговцев;97112854
0,26;Ассоциация Оливковых Торговцев;103409622
0,11;Гильдия Августовских Торговцев;93819840
0,77;Ассоциация Оливковых Торговцев;71328798
0,97;Ассоциация Оливковых Торговцев;7428948
0,4;Ассоциация Оливковых Торговцев;302255489
0,43;Гильдия Гончаров;302240557
0,74;Ассоциация Оливковых Торговцев;54289459
0,43;Объединение Фруктовых Садовников;106078173
0,57;Ассоциация Оливковых Торговцев;54282460
0,47;Братство Кузнецов;4329155
0,72;Гильдия Гончаров;88896693
0,75;Братство Кузнецов;88771349
0,11;Ассоциация Оливковых Торговцев;87795698
0,59;Гильдия Пекарей;53978424
0,6;Братство Виноделов;30653778
0,58;Гильдия Пекарей;305570883
0,95;Гильдия Гончаров;302137267
0,96;Гильдия Августовских Торговцев;40427672
0,27;Ассоциация Оливковых Торговцев;302110495
0,34;Гильдия Августовских Торговцев;302092917
0,09;Гильдия Обработчиков Шерсти;102253489
0,69;Гильдия Пекарей;108237327
0,6;Братство Кузнецов;302089293
0,89;Ассоциация Оливковых Торговцев;101935511
0,88;Ассоциация Оливковых Торговцев;103004048
0,44;Ассоциация Оливковых Торговцев;76295820
0,56;Ассоциация Оливковых Торговцев;101930864
0,64;Гильдия Гончаров;9315478
0,5;Братство Кузнецов;103877647
0,15;Ассоциация Оливковых Торговцев;395132
0,11;Ассоциация Оливковых Торговцев;103874453
0,31;Ассоциация Оливковых Торговцев;301521509
0,97;Ассоциация Оливковых Торговцев;90398967
0,79;Братство Кузнецов;302087267
0,85;Ассоциация Оливковых Торговцев;107566104
0,86;Ассоциация Оливковых Торговцев;302024809
0,44;Ассоциация Оливковых Торговцев;304374353
0,49;Объединение Рыбаков;99244869
0,69;Ассоциация Оливковых Торговцев;302013987
0,45;Гильдия Гончаров;104949081
0,25;Союз Каменотесов;103090173
0,83;Гильдия Августовских Торговцев;26631524
0,15;Ассоциация Оливковых Торговцев;305366193
0,87;Гильдия Парфюмеров;88715576
0,85;Братство Поставщиков Специй;40154379
0,44;Гильдия Гончаров;88666448
0,18;Ассоциация Оливковых Торговцев;304590565
0,53;Гильдия Гончаров;2561134
0,97;Ассоциация Оливковых Торговцев;2458326
0,14;Ассоциация Оливковых Торговцев;95512074
0,37;Ассоциация Оливковых Торговцев;103525980
0,28;Ассоциация Оливковых Торговцев;1525654
0,08;Гильдия Гончаров;302162437
0,54;Гильдия Гончаров;107430551
0,92;Ассоциация Оливковых Торговцев;101738536
0,48;Братство Кузнецов;51832593
0,42;Гильдия Гончаров;301977091
0,72;Гильдия Гончаров;301946557
0,29;Гильдия Пекарей;88543851
0,19;Гильдия Пекарей;91537292
0,79;Союз Каменотесов;55579240
0,45;Ассоциация Оливковых Торговцев;101811616
0,31;Гильдия Гончаров;82644685
0,7;Ассоциация Оливковых Торговцев;101712144
0,82;Гильдия Гончаров;90132630
0,79;Гильдия Обработчиков Шерсти;107831909
0,96;Ассоциация Оливковых Торговцев;304169403
0,83;Гильдия Гончаров;104353451
0,1;Гильдия Пекарей;97265965
0,82;Братство Поставщиков Специй;96842760
0,96;Гильдия Гончаров;301854193
0,6;Гильдия Августовских Торговцев;31405685
0,46;Братство Кузнецов;96343925
0,36;Ассоциация Оливковых Торговцев;301881019
0,96;Гильдия Пекарей;58597672
0,63;Ассоциация Оливковых Торговцев;301867085
0,38;Ассоциация Оливковых Торговцев;301827959
0,11;Ассоциация Оливковых Торговцев;2450513
0,88;Ассоциация Оливковых Торговцев;99650584
0,51;Братство Кузнецов;1045416
0,81;Гильдия Пекарей;53744819
0,1;Братство Виноделов;101317436
0,58;Ассоциация Оливковых Торговцев;2229024
0,62;Гильдия Августовских Торговцев;301808817
0,34;Ассоциация Оливковых Торговцев;301546141
0,39;Гильдия Гончаров;97415115
0,93;Гильдия Пекарей;774257
0,21;Гильдия Гончаров;99802817
0,61;Гильдия Гончаров;36175222
0,2;Гильдия Гончаров;301502133
0,96;Ассоциация Оливковых Торговцев;99336051
0,21;Ассоциация Оливковых Торговцев;107574167
0,74;Ассоциация Оливковых Торговцев;302419063
0,2;Ассоциация Оливковых Торговцев;7373644
0,19;Братство Поставщиков Специй;100715100
0,56;Ассоциация Оливковых Торговцев;94472745
0,75;Объединение Фруктовых Садовников;104644496
0,88;Гильдия Гончаров;100503017
0,78;Ассоциация Оливковых Торговцев;305599273
0,58;Союз Скотоводов;301162807
0,6;Ассоциация Оливковых Торговцев;303462487
0,3;Ассоциация Оливковых Торговцев;38502930
0,17;Гильдия Августовских Торговцев;6559736
0,46;Гильдия Пекарей;300755735
0,74;Ассоциация Оливковых Торговцев;302668171
0,46;Ассоциация Оливковых Торговцев;93787729
0,79;Ассоциация Оливковых Торговцев;108201737
0,77;Гильдия Гончаров;100495319
0,39;Гильдия Августовских Торговцев;92952974
0,84;Гильдия Гончаров;305646225
0,12;Гильдия Гончаров;100431725
0,13;Гильдия Пекарей;93290708
0,43;Союз Каменотесов;98787334
0,34;Гильдия Пекарей;2255320
0,39;Гильдия Пекарей;107285122
0,79;Ассоциация Оливковых Торговцев;305060763
0,96;Гильдия Августовских Торговцев;102136361
0,61;Гильдия Пекарей;4726676
0,37;Гильдия Августовских Торговцев;2247554
0,82;Братство Кузнецов;103859145
0,12;Гильдия Гончаров;3414233
0,86;Гильдия Гончаров;102795366
0,67;Братство Кузнецов;302150473
0,3;Ассоциация Оливковых Торговцев;2235470
0,87;Братство Поставщиков Специй;40718243
0,2;Братство Поставщиков Специй;100399730
0,72;Гильдия Августовских Торговцев;99493919
0,64;Гильдия Августовских Торговцев;1949757
0,38;Ассоциация Оливковых Торговцев;78514269
0,59;Гильдия Гончаров;105118128
0,51;Братство Кузнецов;94983836
0,69;Ассоциация Оливковых Торговцев;301401171
0,32;Ассоциация Оливковых Торговцев;106550911
0,6;Ассоциация Оливковых Торговцев;93722896
0,72;Ассоциация Оливковых Торговцев;86248007
0,61;Гильдия Августовских Торговцев;303565151
0,89;Гильдия Гончаров;36851341
0,36;Ассоциация Оливковых Торговцев;75719127
0,2;Гильдия Августовских Торговцев;303703195
0,94;Гильдия Гончаров;87910167
0,05;Ассоциация Оливковых Торговцев;303911207
0,25;Ассоциация Оливковых Торговцев;301643467
0,46;Гильдия Пекарей;87821137
0,94;Ассоциация Оливковых Торговцев;8614143
0,5;Братство Виноделов;102442825
0,2;Гильдия Гончаров;87821130
0,69;Ассоциация Оливковых Торговцев;91717806
0,86;Гильдия Пекарей;87821126
1;Братство Виноделов;330999
0,66;Гильдия Пекарей;87821047
0,68;Гильдия Пекарей;87820904
0,11;Гильдия Гончаров;108082390
0,27;Ассоциация Оливковых Торговцев;300870633
0,99;Ассоциация Оливковых Торговцев;4693864
0,31;Ассоциация Оливковых Торговцев;87795699
0,52;Гильдия Гончаров;70980943
0,33;Гильдия Пекарей;66413465
0,65;Ассоциация Оливковых Торговцев;304174825
0,18;Ассоциация Оливковых Торговцев;40722903
0,89;Ассоциация Оливковых Торговцев;2177711
0,26;Братство Кузнецов;95692027
0,86;Гильдия Гончаров;24103398
0,14;Гильдия Гончаров;54813762
0,68;Гильдия Августовских Торговцев;41502331
0,83;Гильдия Гончаров;50217694
0,99;Гильдия Гончаров;2175897
0,98;Гильдия Пекарей;53297843
0,26;Гильдия Августовских Торговцев;100367835
0,83;Ассоциация Оливковых Торговцев;302262487
0,46;Ассоциация Оливковых Торговцев;104356188
0,2;Ассоциация Оливковых Торговцев;301351541
0,18;Ассоциация Оливковых Торговцев;96499343
0,59;Ассоциация Оливковых Торговцев;57267441
0,53;Гильдия Парфюмеров;301266683
0,95;Братство Поставщиков Специй;58702552
0,84;Гильдия Пекарей;304209299
0,26;Ассоциация Оливковых Торговцев;2106406
0,93;Гильдия Гончаров;303889865
0,32;Гильдия Августовских Торговцев;87684811
0,63;Ассоциация Оливковых Торговцев;7666948
0,18;Ассоциация Оливковых Торговцев;47871004
0,71;Гильдия Гончаров;2064901
0,29;Ассоциация Оливковых Торговцев;107943658
0,35;Ассоциация Оливковых Торговцев;4161049
0,8;Ассоциация Оливковых Торговцев;102374292
0,77;Ассоциация Оливковых Торговцев;107588776
0,71;Ассоциация Оливковых Торговцев;301220235
0,95;Братство Виноделов;93004773
0,28;Союз Скотоводов;107368191
0,2;Ассоциация Оливковых Торговцев;105688155
0,98;Гильдия Пекарей;301199275
0,83;Ассоциация Оливковых Торговцев;87528830
0,47;Гильдия Пекарей;95682736
0,62;Гильдия Августовских Торговцев;98671768
0,96;Гильдия Гончаров;102278346
0,86;Ассоциация Оливковых Торговцев;79241621
0,98;Ассоциация Оливковых Торговцев;93478712
0,3;Гильдия Гончаров;97511289
0,12;Гильдия Августовских Торговцев;2041032
0,56;Гильдия Августовских Торговцев;105297519
0,53;Ассоциация Оливковых Торговцев;302185929
0,56;Гильдия Гончаров;92275200
0,72;Гильдия Августовских Торговцев;103135817
0,3;Ассоциация Оливковых Торговцев;36500605
0,58;Гильдия Гончаров;107889069
0,42;Гильдия Августовских Торговцев;301046219
0,79;Гильдия Пекарей;1580365
0,3;Ассоциация Оливковых Торговцев;300996805
0,46;Гильдия Августовских Торговцев;97241089
0,05;Гильдия Гончаров;107966884
0,96;Гильдия Пекарей;91362532
0,47;Гильдия Гончаров;300948021
0,09;Гильдия Пекарей;98083576
0,62;Ассоциация Оливковых Торговцев;106930520
0,89;Ассоциация Оливковых Торговцев;300894591
0,87;Лига Стеклодувов;105889838
0,38;Ассоциация Оливковых Торговцев;28963387
0,59;Братство Поставщиков Специй;100209608
0,85;Гильдия Августовских Торговцев;93510405
0,24;Гильдия Гончаров;103945779
0,97;Гильдия Августовских Торговцев;91487771
0,73;Ассоциация Оливковых Торговцев;105683609
0,87;Гильдия Пекарей;32328503
0,85;Ассоциация Оливковых Торговцев;100476301
0,5;Ассоциация Оливковых Торговцев;103474309
0,52;Гильдия Пекарей;100123614
0,12;Гильдия Парфюмеров;100190877
0,81;Ассоциация Оливковых Торговцев;104196931
0,57;Ассоциация Оливковых Торговцев;2027259
0,21;Гильдия Гончаров;2020903
0,23;Гильдия Августовских Торговцев;407109
0,19;Гильдия Августовских Торговцев;87200865
0,87;Гильдия Пекарей;305480615
0,49;Ассоциация Оливковых Торговцев;102070897
0,39;Гильдия Августовских Торговцев;1314126
0,14;Гильдия Пекарей;102075460
0,36;Ассоциация Оливковых Торговцев;300807737
0,87;Гильдия Обработчиков Шерсти;92764857
0,52;Гильдия Августовских Торговцев;34800166
0,69;Ассоциация Оливковых Торговцев;99375346
0,05;Гильдия Августовских Торговцев;41122385
0,65;Ассоциация Оливковых Торговцев;300788197
0,11;Гильдия Пекарей;57823269
0,22;Ассоциация Оливковых Торговцев;300755715
0,78;Ассоциация Оливковых Торговцев;300733781
0,25;Ассоциация Оливковых Торговцев;98021397
0,51;Ассоциация Оливковых Торговцев;303750131
0,77;Ассоциация Оливковых Торговцев;97316549
0,97;Гильдия Гончаров;107169338
0,18;Ассоциация Оливковых Торговцев;300659365
0,64;Гильдия Пекарей;102268327
0,56;Ассоциация Оливковых Торговцев;98895019
0,14;Гильдия Гончаров;73200553
0,66;Ассоциация Оливковых Торговцев;88680274
0,2;Гильдия Пекарей;99433011
0,64;Ассоциация Оливковых Торговцев;6626086
0,26;Гильдия Августовских Торговцев;106960805
0,67;Гильдия Гончаров;300565115
0,54;Ассоциация Оливковых Торговцев;302118673
0,16;Гильдия Пекарей;89522839
0,68;Ассоциация Оливковых Торговцев;839267
0,99;Ассоциация Оливковых Торговцев;300563195
0,78;Гильдия Пекарей;55568512
0,2;Гильдия Гончаров;302543313
0,75;Лига Керамистов;103777945
0,07;Гильдия Гончаров;302421599
0,13;Ассоциация Оливковых Торговцев;300763913
0,69;Гильдия Августовских Торговцев;99692643
0,38;Ассоциация Оливковых Торговцев;1922706
0,69;Ассоциация Оливковых Торговцев;1897647
0,54;Гильдия Гончаров;1879882
0,86;Общество Ювелиров;98882426
0,21;Гильдия Августовских Торговцев;1873165
0,57;Ассоциация Оливковых Торговцев;60166146
0,34;Гильдия Парфюмеров;1810689
0,55;Ассоциация Оливковых Торговцев;101974657
0,18;Ассоциация Оливковых Торговцев;3823575
0,64;Ассоциация Оливковых Торговцев;1985428
0,99;Гильдия Гончаров;98957236
0,06;Ассоциация Оливковых Торговцев;1781419
0,49;Ассоциация Оливковых Торговцев;107310660
0,91;Объединение Рыбаков;300306513
0,76;Ассоциация Оливковых Торговцев;300260723
0,89;Гильдия Парфюмеров;57607184
0,77;Гильдия Пекарей;300256855
0,33;Гильдия Августовских Торговцев;300248017
0,13;Ассоциация Оливковых Торговцев;2760527
0,11;Гильдия Пекарей;39844861
0,68;Ассоциация Оливковых Торговцев;89574954
0,32;Гильдия Августовских Торговцев;90884981
0,87;Гильдия Гончаров;300210159
0,57;Ассоциация Оливковых Торговцев;103226377
0,33;Ассоциация Оливковых Торговцев;300979693
0,52;Гильдия Августовских Торговцев;52425646
0,73;Гильдия Гончаров;300302613
0,69;Гильдия Пекарей;97328093
0,68;Гильдия Пекарей;96457728
0,39;Гильдия Августовских Торговцев;2232165
0,16;Ассоциация Оливковых Торговцев;103174710
0,52;Ассоциация Оливковых Торговцев;85098267
0,58;Гильдия Гончаров;107925630
0,99;Гильдия Гончаров;57282997
0,65;Ассоциация Оливковых Торговцев;105750395
0,38;Гильдия Гончаров;84985346
0,52;Гильдия Гончаров;97709247
0,78;Ассоциация Оливковых Торговцев;105995389
0,16;Гильдия Пекарей;1664070
0,13;Гильдия Гончаров;2053738
0,87;Братство Кузнецов;84648442
0,1;Объединение Рыбаков;90135501
0,49;Гильдия Гончаров;101985184
0,83;Братство Поставщиков Специй;300388479
0,91;Союз Скотоводов;108124560
0,13;Ассоциация Оливковых Торговцев;104998432
0,48;Гильдия Гончаров;4986307
0,68;Ассоциация Оливковых Торговцев;93269345
0,19;Гильдия Пекарей;99873931
0,42;Гильдия Пекарей;103150061
0,55;Гильдия Гончаров;1739878
0,99;Ассоциация Оливковых Торговцев;56721652
0,9;Гильдия Гончаров;99802323
0,23;Ассоциация Оливковых Торговцев;300171525
0,92;Гильдия Пекарей;34322349
0,81;Ассоциация Оливковых Торговцев;65529326
0,47;Гильдия Пекарей;108586043
0,33;Объединение Рыбаков;47663290
0,42;Гильдия Гончаров;100093197
0,61;Ассоциация Оливковых Торговцев;102783045
0,73;Объединение Фруктовых Садовников;74842026
0,07;Ассоциация Оливковых Торговцев;107205138
0,29;Братство Кузнецов;47807548
0,11;Ассоциация Оливковых Торговцев;83745208
0,31;Ассоциация Оливковых Торговцев;42061246
0,77;Ассоциация Оливковых Торговцев;303544557
0,81;Ассоциация Оливковых Торговцев;108035588
0,28;Братство Виноделов;39552245
0,96;Ассоциация Оливковых Торговцев;54462973
0,73;Гильдия Августовских Торговцев;108052366
0,61;Ассоциация Оливковых Торговцев;73747058
0,4;Гильдия Пекарей;1640911
0,56;Ассоциация Оливковых Торговцев;304680879
0,98;Ассоциация Оливковых Торговцев;305244607
0,66;Гильдия Гончаров;300175729
0,05;Гильдия Парфюмеров;1633875
0,18;Ассоциация Оливковых Торговцев;300064705
0,33;Общество Ювелиров;27802828
